-0.15256757052395553,-0.09839996493837426,1
-0.2998980649251087,-0.095434854261834,1
-0.19385927491256055,-0.012439416581743357,1
-0.1908452102782009,-0.2047038024731913,1
-0.31160844630225065,-0.15622727499617411,1
-0.20981726222256308,-0.09427356945633904,1
-0.2467239142878819,-0.20439908291106046,1
-0.3047689975354857,-0.1255997625440201,1
-0.2669957170443906,-0.22934433613995608,1
-0.3284043462020394,-0.27342863800197065,1
-0.3587038965971361,-0.13935647407621904,1
-0.37327024559048194,-0.12086245341327288,1
-0.2214558116025285,-0.32272222258432315,1
-0.28464059947871667,-0.18478459408530562,1
-0.310693546681877,-0.14192441763246955,1
-0.4541300562259421,-0.1778417955075066,1
-0.29567918842003027,-0.28664713757560645,1
-0.38403448115765837,-0.31832082226872455,1
-0.3189552273272761,-0.29956456704694634,1
-0.20251137297171812,-0.2352719826610373,1
-0.3695734128229344,-0.2122785264966479,1
-0.22571756495532225,-0.11364072603281285,1
-0.446517174183825,-0.22065198610527714,1
-0.3189075783211162,-0.17858983589743088,1
-0.30603220118361546,-0.21787858553974698,1
-0.5245190016148882,-0.27090777937474275,1
-0.31661073482773167,-0.22321776748713124,1
-0.3288366060805935,-0.23267297129073544,1
-0.4190241334295863,-0.1808499314009892,1
-0.44967308548066426,-0.2152215238816768,1
-0.39096099064057604,-0.31525234093941584,1
-0.39883228801750586,-0.2675643202320277,1
-0.47265751710286097,-0.1560210018267213,1
-0.4966370753639731,-0.1766522387128885,1
-0.4371510261928025,-0.2996081303388679,1
-0.5329814484895165,-0.38233389028806763,1
-0.3440552855893877,-0.23405088482490982,1
-0.44896888796552414,-0.28534223159323285,1
-0.4678960285102039,-0.3397653220496001,1
-0.4732589021048439,-0.28227026797510085,1
-0.44418541220277663,-0.25701602407396923,1
-0.5456298401125732,-0.30511692369234933,1
-0.38670371772167134,-0.3463863648764802,1
-0.47891150547390815,-0.2316622877818778,1
-0.5617240168605366,-0.28890057252907414,1
-0.4826471862163019,-0.29848707708573546,1
-0.6044587958958939,-0.36690719102502356,1
-0.5716560432231362,-0.27980619425455044,1
-0.5364040107651794,-0.2940994531152709,1
-0.47546816571694744,-0.38470237156955994,1
-0.5707126944081896,-0.1988260635546356,1
-0.5195111861540925,-0.458568627068179,1
-0.39289134517259383,-0.22565409493260538,1
-0.5698852348107339,-0.37854688537445774,1
